Tweet_ID,Content,Date_Post
dante_02_1464941255759207936,"O inferno da Omicron vai acabar com nosso Réveillon e Carnaval. Mas se é pra ter raiva de alguém, que seja de todos os negacionistas que atrasaram a vacinação em massa e deram tempo ao vírus para tantas mutações #coronavirus",2021-11-28
dante_02_1361702526995856896,Ao invés de publicar 4 decretos ampliando o número de armas que poderão ser adquiridas pela população - até 6 para cidadãos comuns e até 60 para o caso de atiradores/caçadores registrados - o Governo Bolsonaro deveria estar viabilizando a compra de mais vacinas contra a Covid-19. https://t.co/dpUmvH3bg5,2021-02-16
dante_02_1432440695000870912,"Nesta terça, também terá aplicação das 2ª doses Coronavac pra quem tem retorno até 31/08 e Pfizer ou Oxford para retorno até 6/09. Bora adiantar a vacinação, galera! Informações completas em breve no site https://t.co/A7yV2QqDx4.",2021-08-30
dante_02_1409930854005149952,SC vai receber mais 257 mil doses nesta semana de Pfizer e FioCruz. As Janssen estão sendo liberadas pela Anvisa para tb distribuir nesta semana. Julho será o melhor mês de vacinação.,2021-06-29
dante_02_1351639845693698048,"Após toda encenação com aviões indo para Índia, o Brasil fica de fora da lista com seis países para receber a primeira leva da exportação da vacina.  https://t.co/m4BFEAwpIX",2021-01-19
dante_02_1446520823586725888,"600 MIL! Esse é o número de mortos por Covid-19 hoje no Brasil! 600 mil vidas de mães, pais, filhos, avós e netos que perdemos.\nMuitas dessas pessoas ainda estariam conosco se não tivéssemos um presidente NEGACIONISTA, que rejeitou a vacina e atrasou, de propósito, sua aquisição https://t.co/f7uXlSjqeS",2021-10-08
dante_02_1379203200994192896,"Serão imunizados os trabalhadores envolvidos:\n\n• No atendimento e/ou transporte de pacientes\n• Em resgates e atendimento pré-hospitalar\n• Nas ações de vacinação contra a covid-19 \n• Nas ações de vigilância das medidas de distanciamento social, com contato com o público. ??",2021-04-05
dante_02_1457820616921394944,"Mario Frias, seguindo os passos do presidente Bolsonaro permite que projetos culturais financiados pela Lei Rouanet não tenham a obrigatoriedade de um comprovante de vacinação. Absurdo, gerando um ambiente de perigo para todos.\nhttps://t.co/3RtGzbqShX",2021-11-08
dante_02_1403701931491663872,"Parabéns prefeito Allyson Bezerra, Mossoro está bem mais avançada na vacinação do que Natal. https://t.co/rA16zmjS7h",2021-06-12
dante_02_1454132980708954112,"Após fake news de Bolsonaro sobre vacina, apresentamos Requerimento nº 1294 para que Câmara solicite informações ao ministro da Saúde acerca da vacinação de pessoas com HIV/Aids. Chega de mentiras, chega de descaso com o povo que mais precisa! #ForaBolsonaro #VacinaSim #lula2022",2021-10-29
dante_02_1429171614843813888,"➡️ A galera de 18 a 24 anos estão sendo agendadas simultaneamente conforme o número de doses de faltosos que foram disponibilizadas após 48h.\n\n??Quando chegar a sua vez, vacine-se!",2021-08-21
dante_02_1408577287734415104,Mato Grosso do Sul tem 15% da população vacinada! Em breve todo estado estará imunizado! \n#vacinasim #msimunizado #janssen #pfizer #CoronaVac #ms #deputadoestadual,2021-06-25
dante_02_1378742420175749120,"O governo:\nNão testa\nNão dá auxílio\nDispensa vacinas\nPromove aglomeração\nPromove tratamento precoce\nNão faz lockdown e diz que não funciona\n\n""Ah, mas a COVID tá assim porque o brasileiro não sossega.""",2021-04-04
dante_02_1421146676019044096,120 mil doses de Pfizer chegam amanhã ao Estado. Info do MS que peguei há pouco.,2021-07-30
dante_02_1396838947800636928,Segunda-feira feliz para os professores e profissionais de Educação que estão de volta ao calendário de imunização contra Covid-19. ?? https://t.co/hW3bWtETEG,2021-05-24
dante_02_1359876725761581056,??Portal da Câmara dos Deputados destaca a apresentação do nosso projeto de lei nº 308/21 para prorrogar o auxílio emergencial. Essa deveria ser uma das prioridades do parlamento federal.\nLeia em: https://t.co/OEcjIXwSI0\n#VacineManausAmazonia\n\n#VacineManaus #VacineAmazonia https://t.co/LiBzVAl1yG,2021-02-11
dante_02_1349328993804295936,"A vacina do Butantã/Sinovac teve 50% de eficácia. Teremos que saber qual o custo dela em relação as outras que apresentam mais de 90%, pq com índice tão baixo é necessário vacinar o dobro pra se chegar ao mesmo resultado. Ou seja, deveria custar a metade. Já Dória, sumiu.",2021-01-13
dante_02_1409132447762202880,"Boa notícia para este domingo (27/06): após o belo trabalho de ontem, alcançamos a marca de 40,3% da população de Fortaleza beneficiada com a 1ª dose contra a Covid-19. Isso significa 1.085.156 pessoas. Sobre 2ª dose, já são 340.186 vacinados, o equivalente a 12,6% da população.",2021-06-27
dante_02_1465782926835133952,"Nosso foco é vacinar toda a população com a maior celeridade possível, pois neste momento a prioridade deve ser prevenir uma terceira onda do coronavírus e preservar vidas.",2021-11-30
dante_02_1388856606616474112,"Hoje vacinamos pessoas com 61 anos com a vacina Astrazeneca. Essa vacina já garante uma eficácia de 76% após 22 dias da primeira dose, muito superior aos 50% exigidos pela OMS. Com a segunda dose, a eficácia sobe para 81%. É uma vacina altamente eficaz!",2021-05-02
dante_02_1358868805158641920,"Lembrando que a #vacinação desta semana é para idosos de 80 a 89 anos. Temos que pressionar o Ministério da Saúde pra acelerar a compra de mais vacinas, para que mais gente seja #imunizada. #vacinaparatodos #idosos #saudáveis",2021-02-08
dante_02_1398017430446821120,"Em São José dos Pinhais as irregularidades na fila da vacinação envolvem empresários. Levamos 10 denúncias graves, duas delas já de conhecimento e em apuração. Essas fraudes são inaceitáveis e os responsáveis serão punidos criminalmente com o rigor da lei. https://t.co/oV8BTR4D28",2021-05-27
dante_02_1400866825429204992,"Inaceitável! Uma decisão que coloca a sociedade em risco! Não bastasse a preocupação com o contágio, visto que ainda não sabemos os resultados das novas cepas no país, muita gente continua esperando para receber sua dose da vacina e as filas das UTIs só crescem,+ https://t.co/dmneywgYuD",2021-06-04
dante_02_1403030963916087040,"@FlaviaC75485331 @FlavioDino @prefeiturabelem @helderbarbalho Dependemos do envio de vacinas pelo governo federal, e sempre que chegam a Belém, anunciamos um novo calendário. O Maranhão recebeu um lote extra de vacinas devido a presença da nova cepa da covid-19 no estado. #EquipeEd",2021-06-10
dante_02_1450069147807887104,"É verdade que a imunização está ajudando a melhorar o cenário de pandemia no país, mas isso não quer dizer acabou, não podemos afrouxar os cuidados. Continue usando máscara, evitando aglomerações e deixando as mãos bem limpas!?? ??\n#DelegadaMarthaRocha https://t.co/uO08iueGhu",2021-10-18
dante_02_1394464754245242880,"??A vacinação contra #Covid19 avança em todo o Brasil. \n?? Já são mais de 85,2 milhões de doses entregues a todos os estados e ao DF, desde o início da campanha. Além disso, mais de 53,2 milhões de doses já foram aplicadas. ??????\n\n#PatriaVacinada #VacinaBrasil https://t.co/ozcQvnSajz",2021-05-17
dante_02_1350075000343159040,"O caos que se instalou no País, aprofundado pelo o que estamos vendo em Manaus, é reflexo direto da #incompetência do (des) governo Bolsonaro. São mais de 207 mil brasileiros mortos pela #Covid19 e ainda não temos vacina. Precisamos combater o negacionismo e sair desse pesadelo. https://t.co/hhzEpEQ70C",2021-01-15
dante_02_1420813804460551936,"Boa tarde a todos e todas! As listas de agendados para a vacinação contra a Covid-19 desta sexta-feira (30/7) estão disponíveis. Esperamos atender mais de 27 mil pessoas para 1ª dose, incluindo gestantes e puérperas, e 3.200 para 2ª dose. Seguimos atendendo o público até 26 anos. https://t.co/zsUHlPNRzv",2021-07-29
dante_02_1420850237485338880,"Estive, ao lado do deputado @OthelinoN, na comunidade de Paiol do Centro, há 70 km da sede de Parnarama. Arraial da Vacinação promovido pela prefeitura,em parceria com o @GovernoMA.Trabalhamos para levar a vacinação às localidades mais distantes. Agradeço ao prefeito Raimundinho. https://t.co/Vfrv4a3ay2",2021-07-29
dante_02_1365282761657957888,"Estou lutando com vocês para garantir a vacina ?? para todas e todos, para defender nossas instituições de pesquisa e trazer de volta o auxílio emergencial, sem tirar recursos da Saúde e da Educação.",2021-02-26
dante_02_1360171418038764032,"Pessoal, sempre bom lembrar: para cada dose da coronavac aplicada, uma é guardada em nosso estoque do Recife para garantir a todos também a segunda dose.",2021-02-12
dante_02_1358173891387080960,Votei favorável à Medida Provisória que obriga a Anvisa liberar em até cinco dias novas vacinas contra a Covid-19 que já tenham aval internacional. A proposta autorizou ainda a entrada do Brasil no Covax Facility - o consórcio para acesso global de vacinas contra o coronavírus. https://t.co/WkRbbTZpHK,2021-02-06
dante_02_1371641518537199872,"Ná França a situação não é muito diferente da que vivemos no BR: repique,  pouca vacina, escassez de UTIs! \nRevue de presse française - À la Une: le Covid-19, «on n’est pas sorti de l’auberge…» Episódio de Revue de presse française\nhttps://t.co/TYGUB0kBGs",2021-03-15
dante_02_1475875602704092928,"O Estado te deixa esperar anos por uma cirurgia, compra respirador pra porcos no auge da pandemia, fecha UPA,  impede grávida de risco de ser atendida por não ter passaporte vacinal e fica dizendo que quer te proteger dos vírus da COVID e da H3N2? Você  acredita nesse Governo?",2021-12-28
dante_02_1476603062504632064,Reitoria UFBA mais uma vez orgulha e serve de exemplo #EmDefesaDaVida. Desgoverno federal de #BolsonaroGenocida proíbe universidades federais exigirem comprov. vacinação contra #Covid19 para retorno presencial. #UFBA EXIGE comprovação.\nhttps://t.co/rRkQ9tU0vd https://t.co/ahv5VAH5eE,2021-12-30
dante_02_1367581864710582016,"Para se vacinar é necessário apresentar o RG, CPF, cartão do SUS (opcional) e comprovante de residência de Belém. A meta é vacinar 61.600 pessoas. As sobras da vacina serão distribuídas aos Conselhos de profissionais de saúde, clínicas e laboratórios.#BelémVacinada",2021-03-04
dante_02_1409529301863649024,"Nesta terça, 29/6, vamos seguir com a vacinação por idade em Belém. \n??EXCLUSIVAMENTE para pessoas nascidas em 1982 e 1983, e pessoas com segunda doseatrasada de ASTRAZENECA.\nDas 9h às 17h, em 23 pontos da cidade. Lembrem de levar RG, CPF e comprovante de residência de Belém.",2021-06-28
dante_02_1379752376899404032,E o Brasil consegue criar a vacina VIP,2021-04-07
dante_02_1410026131261121024,"""Aí ele me disse q não avançava dentro do MS se não compusesse c/o grupo, q só trabalhava dentro do ministério, se conseguisse algo a mais.\nTinha q majorar o valor da vacina, q teria q ter valor diferente do q a proposta q a gente estava propondo”\n. https://t.co/tkLkJ0P8xm",2021-06-29
dante_02_1354497079054396928,"A decisão do prefeito de Rio Branco, Tião Bocalom, de retornar às aulas presenciais já em fevereiro é, no mínimo, temerária! O mais prudente seria aguardar o avançar da vacinação. Vejam no vídeo: https://t.co/pcypEgvXsm",2021-01-27
dante_02_1400123436211527936,Se cloroquina funcionasse EUA não teria doado pro Brasil.\n\nVê se eles doaram vacinas.,2021-06-02
dante_02_1392082528262139904,A vacinação contra a Covid-19 continua nesta terça-feira (11/05) em Goiânia. Confira os grupos prioritários e os locais de vacinação. ????\nIdosos não precisam agendar o atendimento pelo aplicativo Prefeitura 24 horas.\n#ImunizaGyn #Covid19 #PrefeituradeGoiânia https://t.co/lyyqPYxHZt,2021-05-11
dante_02_1447651789239726080,"Com essa importante parceria, vamos ofertar o imunobiológico às pessoas que ainda não tiveram acesso. A unidade móvel tem capacidade para atender até 400 pessoas por dia e vai percorrer 12 bairros até 9 de novembro, de segunda a sábado. ????",2021-10-11
dante_02_1376194418869477120,"A transformação digital é uma das grandes missões da nossa gestão. O passo inicial foi fazer de forma digital todo o cadastramento e agendamento da vacinação contra Covid. E vamos levar isso a todas as áreas, para que você consiga resolver pendências de maneira ágil e imediata.",2021-03-28
dante_02_1375499391021285120,"Lula pediu que a líder alemã Angela Merkel apoie a quebra de patentes das vacinas para serem produzidas mais rapidamente, e um encontro dos líderes do G-20 para uma estratégia global de enfrentamento da pandemia. #equipeLula \nhttps://t.co/W8mUARIBIp",2021-03-26
dante_02_1396909479837454080,"@guinhocat93 ?? é isso aí! Felicidade define, né?! Vacina chegando ??????",2021-05-24
dante_02_1374086521939243008,"O bispo de Macapá Dom Pedro José Conti recebeu a primeira dose da vacina contra a Covid-19. Tenhamos fé que este momento logo vai passar. Que Deus nos cubra com seu manto sagrado, dando saúde e esperança enquanto durar a pandemia ???? https://t.co/nxrGlnkNCw",2021-03-22
dante_02_1391722586271272960,"Até agora, 210 mil idosos foram vacinados em Belém. E hoje, pessoas com 60 anos ou mais que não tomaram a 1° ou 2° dose da vacina contra covid-19 podem procurar os 20 postos pela cidade. A estimativa é vacinar aproximadamente 2 mil pessoas.",2021-05-10
dante_02_1369662076432637952,Finalmente minha vó está imunizada! Dia de D2 da vacina. Obrigado @EdmilsonPSOL @helderbarbalho @butatanoficial por fazerem tudo e mais um pouco! https://t.co/tw7amGCGFh,2021-03-10
dante_02_1397674201625121024,@mayaranunesss A vacinação de uma parte dos servidores da Funpapa foi hoje. #EquipeEd,2021-05-26
dante_02_1351249876189908992,"Amigos, a vacina está chegando mas os cuidados contra a #Covid19 devem continuar. Vamos fazer nossa parte, use máscara e higienize as mãos sempre! https://t.co/crtXOQTo1j",2021-01-18
dante_02_1408080456889863936,"Parabenizo o governo de Goiás por esse avanço na vacinação contra a Covid-19, que atendeu a requerimentos de minha autoria para imunizar PROFISSIONAIS DA COMUNICAÇÃO e LACTANTES e que vai vacinar, também, TRABALHADORES DA LIMPEZA URBANA, profissionais essenciais e de grande valor https://t.co/RvqutJSfBj",2021-06-24
dante_02_1380131796671663872,"É preocupante o cenário que o País pode atravessar com a interrupção na produção da Coronavac por falta de insumos. É preciso assegurar a 2ª dose para milhões de pessoas elegíveis para a vacina. O Brasil não pode parar a imunização, a única forma de vencermos a pandemia. https://t.co/U4CQtIcBig",2021-04-08
dante_02_1403913085363047936,"Consigo me surpreender com o Genocida. Quando o coord. do Epicovid-19 diz ser impossível à CPI no senado não condenar este presidente - 3/4 das mortes pela pandemia no país seriam evitáveis - ele declara que quem defende uso da máscara por vacinados e recuperados ""nega a ciência""",2021-06-13
dante_02_1392857859415855104,"Presidente da Pfizer na AL lembrou que não houve nenhum problema com o registro da vacina da farmacêutica junto à Anvisa, mas que, contraditoriamente, as negociações para a aquisição dos imunizantes não avançaram. O Brasil foi o único país procurado pela Pfizer que não avançou.",2021-05-13
dante_02_1372643976587674112,"Manifesto pêsames e solidariedade a família e amigos do Senador Major Olimpio falecido devido a covid. Mais uma vítima da doença que ainda tem pessoas negando. Solidariedade as familias das quase 290 mil pessoas que morreram no Brasil e 11.600 no Amazonas. Vacinação já, urgente",2021-03-18
dante_02_1462033008211513088,"Neste sábado (20), a vacinação contra covid nos pontos de demanda aberta é exclusiva para aplicação da 3ª dose das pessoas a partir de 18 anos que tomaram a 2ª dose até o dia 21/06.",2021-11-20
dante_02_1387826873749676032,"Ao lado dos colegas @BiradoPindare, Elias Vaz, Marcelo Nilo, Camilo Capiberibe e Lídice da Mata entramos com requerimento na CPI da #Covid para que a #Anvisa explique a razão pela qual negou a licença e a autorização de importação da vacina #Sputnik. \n#VacinaParaTodos #VacinaJa",2021-04-29
dante_02_1440098708771811072,"VINTE DIAS SEM ÓBITOS POR COVID-19 EM ARACAJU ??\n\nVivemos um momento de muita esperança e confiança em dias melhores. No mês de setembro, não registramos, até o momento, óbitos por causa do coronavírus. Isso só comprova que a vacina funciona e salva vidas. #VacinaSim ??✨",2021-09-20
dante_02_1404593153651494912,"faço um apelo a toda a bancada federal do TO, q/ faça gestão junto ao @minsaude p/ liberarem mais doses p/ os 139 municípios tocantinenses. O Maranhão só recebeu 300 mil doses extras e avançou na vacinação depois da confirmação da nova cepa. Não podemos permitir isso aqui no TO.",2021-06-14
dante_02_1399485491876143104,@netogazel @leandrordf No dia 03/06 será a vacinação das pessoas nascidas em 1962 (1ª chamada). #EquipeEd,2021-05-31
dante_02_1347286167306326016,"O Brasil chegou a 200 mil mortos por Covid-19. Sem vacina, sem plano, sem ministro da Saúde da área. Os ""erros"" eram completamente evitáveis. Não é acidente. É responsabilidade direta desse criminoso, delinquente e negacionista chamado Bolsonaro.",2021-01-07
dante_02_1369363861560786944,Significa que Lula poderia ter sido candidato em 2018.\nSignifica que era para ser Lula agora no Planalto.\nSignifica que era para estarmos  todos sendo vacinados.\nSignifica que foi Golpe.,2021-03-09
dante_02_1408529643146199040,"Não Marcos Rogério, questionamos porque todas as propostas de aquisição de vacinas foram boicotado e atrasadas, enquanto só a COVAXIN tinha pressão para assinar. Logo a proposta mais cara que até agora não envio NENHUMA DOSE de vacina ao país! Que loucura o Brasil de Bolsonaro",2021-06-25
dante_02_1355271399980617984,"Foicebook juntos com as empresas falcatruas de checagem, acabaram de derrubar a postagem que escancara o Doriana negando VACHINAS para Prefeita de Bauru.\nNão adianta querer nos calar, continuaremos lutando pela liberdade e pela salvação de vidas e da economia do nosso país. https://t.co/1lKOMFjlrK",2021-01-29
dante_02_1404767968924478976,Será que já tá chegando um novo lote com mais doses?!? ?? https://t.co/bgeOsyR3WF,2021-06-15
dante_02_1415707340544806912,"BOMBA! Cristiano Carvalho revela outra negociação, diretamente entre um representante da Davati e Pazuello, que resultou em uma ordem de compra de vacinas.",2021-07-15
dante_02_1415681403832783104,"ATENÇÃO: Você aí com 38 ANOS! Nesta sexta, 16 de julho, você vai acordar, tomar um banho, passar um perfume, e vai ao encontro de um de nossos vacinadores PORQUE AMANHÃ É O SEU DIA! Bóra vacinar!!! https://t.co/w2MGG4uUFR",2021-07-15
dante_02_1410382823920487936,"ATENÇÃO, FLORIPA: vacina para quem tem 45 e 46 na sexta. 44 e 43 no sábado. Bóra VACINAR!! https://t.co/UrPA6yCtmI",2021-06-30
dante_02_1411718859074289920,LADRÃO DE VACINA https://t.co/OZUj06WUt9,2021-07-04
dante_02_1409915894252323072,"A cada dia descobrimos novos indícios de corrupção na compra de vacinas no Brasil. Para piorar, existe a suspeita de que Bolsonaro agiu propositalmente para atrasar a chegada de imunizantes para que esses esquemas acontecessem gerando milhares de mortes evitáveis. É genocídio. https://t.co/rirztxAkNc",2021-06-29
dante_02_1400226285654266112,"Bolsonaro fará um pronunciamento em rede nacional sobre o papel do governo no combate à pandemia - o mesmo que recusou diversas ofertas para vacinas, debochou de mortes, apostou em tratamento ineficaz etc...\n\nHoje tem tudo para ser o maior #panelaço contra esse canalha. Divulgue! https://t.co/i0IdSMlV2S",2021-06-02
dante_02_1398696946680925952,"É a força do povo que vai derrubar Bolsonaro! Vamos lutar, resistir por vacina no braço e comida no prato! ✊?? #29MForaBolsonaro #29MPovoNasRuas https://t.co/jEWgstuuL5",2021-05-29
dante_02_1439690372586873088,"@renatobbmp81 Já foi corrigido, meu amigo. Amanhã a dose de reforço Oxford será até o dia 12 de outubro. https://t.co/ROvXbBh4ML",2021-09-19
dante_02_1432822032765444096,"São homens, mulheres, pais, mães, filhos, avós, avôs, amigos, companheiros de trabalho.\nGente que se foi deixando dor, saudade e um vazio enorme. Vacine-se!",2021-08-31
dante_02_1445907682959953920,"Desde o início da nossa luta, a notícia que eu sempre quis dar: os leitos (UTI e clínicos) da rede municipal estão sem NENHUM paciente Covid. ???? \n\n?? A vacina salva vidas! Faça a sua parte. Não deixe a sua dose pra depois. Estamos vencendo! ????\n\n#SãoLuísImunizada",2021-10-06
dante_02_1431352657546039040,Segunda dose no braço! Vacina é vida e esperança! #VacinaSim ?? https://t.co/PxvrJV1ml8,2021-08-27
dante_02_1384874837424984064,"Dia D da vacinação contra a gripe em Aracaju! ??✨\n\nVoltamos nossos esforços hoje para vacinar rapidamente as gestantes e puérperas, e crianças de seis meses a menor de seis anos. Não deixe de ir ou de levar o seu filho / sua filha ?? https://t.co/80vQOz39nt",2021-04-21
dante_02_1374877004873530880,Mais importante de tudo...cadê a gestão eficiente e as vacinas???\nBando de incompetentes que não abrem mão de seus luxos e penduricalhos para botar tudo na conta dos pobres pagadores de impostos.,2021-03-24
dante_02_1352778246677549056,"Chega ao Brasil a vacina de Oxford. As vidas não podem correr um risco de 50%. Parabéns, Governo Bolsonaro! https://t.co/zLfZcUJA1n",2021-01-22
dante_02_1363979439256858880,@Ana_AnaMendes @helderbarbalho Dependemos do envio de vacinas pelo governo federal. E ainda não temos previsão de quando teremos para vacinar os demais grupos.,2021-02-22
dante_02_1374860096296129024,"@RosianeMariaAr1 Oi, Rosiane! Soubemos desse caso, aconteceu em outra cidade. Aqui no Recife nós temos um canal de denúncias chamado Respeita a fila, que funciona no Conecta Recife. Este canal serve para coletar denúncias de possíveis fraudes na vacinação. Segue o link: https://t.co/wamSacNNAR",2021-03-24
dante_02_1420028844770222080,"@al12ir O avanço da vacinação depende do envio de mais doses das vacinas por parte do Ministério da Saúde. A medida em que chegam, anunciamos novo calendário.",2021-07-27
dante_02_1406923269169716992,PIB do Rio pode chegar a 5% com aceleração da vacinação contra a Covid-19 | Capital - O Globo https://t.co/cbPpZxSjGl,2021-06-21
dante_02_1349736595646136064,Vou parafrasear o amigo @RafaelGreca da nossa vizinha Curitiba: “vacina boa é vacina aprovada e que está disponível para aplicarmos e salvarmos vidas”!,2021-01-14
dante_02_1403485739506094080,"Agradeço aos nossos guardas que dedicaram seu tempo de folga para alegrar cada um que foi se vacinar. De forma voluntária, se reuniram para animar o pessoal. ??",2021-06-11
dante_02_1350133532102897920,"Brasil de joelhos: pedindo avião dos EUA para levar oxigênio a Manaus, pedindo oxigênio à Venezuela, pedindo vacina à India.",2021-01-15
dante_02_1382069932498764032,"@luscaslacerda Esses dados não devem servir como exemplo. Foram apenas 47 pessoas de BH entrevistadas e a tabela possui erros de porcentagem. De todo modo, esperamos poder vacinar toda a população de Belém. E para isso, precisamos de mais vacinas. #EquipeEd",2021-04-13
dante_02_1468353553219703040,"""É melhor perder a vida do que perder a liberdade"" disse Bolsonaro ao ministro da saúde ao vetar a cobrança do passaporte da vacina aos turistas que entrarem no país. É o governo da morte!",2021-12-07
dante_02_1422563895663809024,"Nesta terça-feira, Porto Alegre ampliou a vacinação para mulheres com 28 anos ou mais. Aplicação ocorre com doses remanescentes de outras entregas, já que a Capital não recebe a remessa de novos lotes desde a semana passada. Saiba mais e vacine-se! https://t.co/kpXrNOcoVG https://t.co/TGBYOLCQ7r",2021-08-03
dante_02_1462419656006906112,"Terceira dose no braço. ???? Grato à ciência, grato à equipe de vacinação que me atendeu com tanto carinho. Juntos vamos vencer a pandemia! ?? https://t.co/vcRXtuQqC2",2021-11-21
dante_02_1392087404610265088,"⚠️ Esse grupo precisa finalizar a vacinação contra Covid-19 antes de tomar a da gripe, com intervalo mínimo de 14 dias entre elas, certo? É importante tomar as duas vacinas, de Influenza e de Covid-19, porque assim evita confundir as duas doenças, que têm sintomas parecidos. ????",2021-05-11
dante_02_1391469170068427008,"Defender a vacina, não quer. https://t.co/qTYcfNtnbO",2021-05-09
dante_02_1399068713538760960,"Ceará recebeu 3.743.370 doses de vacinas e aplicou 2.635.001, com a informação do site da Sec Saúde do Governo do Ceará, fica provado que existe mais de um milhão(1.108.369)de doses ainda não aplicadas. A aplicação das vacinas guardadas salvaria 550 mil vidas. #agilizacamilo https://t.co/lqXiwy9Zbe",2021-05-30
dante_02_1365702096427844096,"Encerraremos fevereiro vacinando todas as pessoas com mais de 80 anos e todos os profissionais de saúde com mais de 60 anos (4,5% da população) @eduardopaes @Prefeitura_Rio @Saude_Rio https://t.co/XHJa57lS6n",2021-02-27
dante_02_1426726379433964032,Recorde de vacinação hoje ihuuu !!!Foram 7.492 mil doses aplicadas. Os novinhos bombaram rsrsrs comparecimento em massa. Desafio lançado agora p/ o público 20+ fazer bonito durante a semana. Agendamento aberto amanhã p/ os 24+ e segue a programação …#VacinaParaTodos #VivaOSuS https://t.co/rzPhO0HcDF,2021-08-14
dante_02_1350918439234372096,"É preciso parar de politizar a doença! Com a chegada da vacina não existem vencidos, somente vencedores! #butantanorgulhodobrasil",2021-01-17
dante_02_1413911567083654912,Festa da vacina em Belém!! Valeu @EdmilsonPSOL e @helderbarbalho ! #ForaBol卐onaroGenocida #VivaOSuS #VivaAciencia https://t.co/DdE3UdpplW,2021-07-10
dante_02_1406754092677008896,@betonaval O Maranhão recebeu 300 mil doses extras por conta da detecção da nova cepa da covid-19 no Estado. Vamos seguir com o plano de vacinação e esperamos vacinar a todos o mais rápido possível. #EquipeEd,2021-06-20
dante_02_1466074714707738880,"O enfrentamento da covid-19 no Recife ganhou uma voluntária poderosa: Michelle Melo hoje subiu no Carro da Vacina e foi circular pela comunidade Mangueira da Torre. A gente adorou, Michelle, obrigado! ??????\n\nSegue o fio para conferir a programação do Carro. ???? https://t.co/guDrPgfh6v",2021-12-01
dante_02_1394080666527092992,"Nesta segunda-feira (17/5), daremos mais uma oportunidade ao público da 3ª fase da campanha de imunização que, por algum motivo, perdeu a data de agendamento. O atendimento dessas pessoas será realizado no Centro de Eventos, no salão Taíba.",2021-05-16
dante_02_1405239973897457920,"Sou nascido, criado e crescido na zona sul. Sábado vou me vacinar na bola da suframa.",2021-06-16
dante_02_1358803090502255104,@nalaurinhalopes @prefeiturabelem Tudo isso está sendo avaliado pelo Sesma. O número de vacinas que têm sido disponibilizado para o Pará e Belém tem sido pequeno.,2021-02-08
dante_02_1393544818912026880,"Ampliamos os grupos de vacinação contra a Covid-19! \n\nConfira o calendário de vacinação para saber se chegou a sua vez. Estamos com 6 pontos fixos disponíveis e dois drive-thrus, abertos das 9h às 16h. Não esqueça seus documentos e venha se imunizar! Maceió segue avançando! ?? https://t.co/H86LYdgWfH",2021-05-15
dante_02_1407353765171171072,"Enquanto Osmar Terra distribui desinformação na CPI, várias cidades brasileiras suspendem a vacinação por falta de doses. É esse o resultado do negacionismo.",2021-06-22
dante_02_1436434780107706112,@natycamposm_ @zerocriativity0 @prefeiturabelem Aguarde os próximos calendários porque a vacinação desse grupo deve avançar na próxima semana. #EquipeEd,2021-09-10
dante_02_1412847181900434944,"@isapoliveirv - Aqueles que já fizeram o pré-cadastro no site https://t.co/NxthlGaCoZ, devem estar atentos ao site e consultar o cadastro para verificar o agendamento.\n- Para este público será levado em conta o local de trabalho, serão vacinados os trabalhadores de indústrias localizadas aqui.",2021-07-07
dante_02_1356606021289071104,"Diante dessa excepcional novidade, solicitei ao secretário @danielsoranz que buscasse antecipar a vacinação das pessoas acima de 75 anos ainda para o mês de fevereiro.  Ainda hoje a secretaria municipal de saúde deve dar mais detalhes. https://t.co/qR5yoj4Nfo",2021-02-02
dante_02_1387863939200045056,A economia só acontece com pessoas produzindo e outras consumindo. A última pesquisa do IBGE ratifica a urgência de aumentar nossa cobertura vacinal para salvar pessoas e a nossa economia.,2021-04-29
dante_02_1396901929570164992,Confira a sugestão dos prefeitos do Brasil para acelerar a vacinação ??✨\n\nDefendi a proposta em entrevista ao vivo à @JovemPanNews hoje pela manhã ?? https://t.co/q3yb7dq1UV,2021-05-24
dante_02_1403462770218127104,"VAMOS ADERIR A CAMPANHA:\n NÃO TIRE A MÁSCARA.\n\nUse máscara. A Covid mata. Vacina sim! Vacina para todos, já! \n\n#Mascarasalvavidas https://t.co/FAUikyAHbi",2021-06-11
dante_02_1395347141367894016,"É muito preocupante a situação da região de Ribeirão Preto, no estado de São Paulo. Com hospitais cheios e vacinação lenta, depois de Batatais, agora é a cidade de Brodowski que decreta lockdown. Nosso apoio à população e às autoridades locais nas medidas de contenção.",2021-05-20
dante_02_1424787232716694016,"@delusionalgabi @tfsyitf0 @PrefAracaju Absurdo mesmo, Gabriela. Na mesma hora, determinei o afastamento da profissional e a busca da usuária para que ela recebesse sua dose da vacina.\n\nhttps://t.co/0kfQJYGJDr",2021-08-09
dante_02_1386086684782105088,"Boa noite, pessoal. Estamos cientes dos transtornos ocorridos na vacinação da segunda dose dos nossos idosos. Para a ação de hoje, o município de Macapá recebeu a limitadíssima quantidade de 1002 doses da vacina coronavac, onde destinamos exclusivamente para a aplicação de D2.",2021-04-24
dante_02_1430236177588707072,@littlepapi_ Ainda não temos vacinas pra chegar em 95. #EquipeEd,2021-08-24
